codigo_unidad;nombre_unidad;codigo_organismo;nombre_organismo;region;comuna;oc_convenio_marco
1446646;JUNJI;113853;I MUNICIPALIDAD DE COLLIPULLI;Región de la Araucanía;Collipulli;1
1447929;CORP CULTURAL BALMACEDA DOCE QUINCE;2029470;CORP CULTURAL BALMACEDA DOCE QUINCE;Región Metropolitana de Santiago;Santiago;3
1447930;SUBSECRETARIA DE SEGURIDAD PUBLICA;2029471;SUBSECRETARIA DE SEGURIDAD PUBLICA;Región Metropolitana de Santiago;Santiago;10
1448;10 - Región de los Lagos;7182;FONDO DE SOLIDARIDAD E INVERSION SOCIAL;Región de los Lagos;Puerto Montt;1
1448380;CONVENIO CORFO;7210;SERVICIO NACIONAL DE GEOLOGIA Y MINERIA;Región Metropolitana de Santiago;Providencia;1
1449;11 - Región de Aysen General Carlos Ibanez del C.;7182;FONDO DE SOLIDARIDAD E INVERSION SOCIAL;Región Aysén del General Carlos Ibáñez del Campo;Coyhaique;1
1449668;ASOCIACION DE MUNICIPALIDADES DE CHILE;2031159;ASOCIACION DE MUNICIPALIDADES DE CHILE;Región Metropolitana de Santiago;Las Condes;1
1450;12 - Región de Magallanes y Antartica Chilena;7182;FONDO DE SOLIDARIDAD E INVERSION SOCIAL;Región de Magallanes y de la Antártica;Punta Arenas;1
1455288;BIENESTAR SOCIAL CLUBES SOCIALES;6946;FUERZA AEREA DE CHILE COMANDO LOGISTICO;Región Metropolitana de Santiago;El Bosque;32
1456835;SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DEL LITORAL;2038207;SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DEL LITORAL;Región de Valparaíso;San Antonio;1
1456836;SERVICIO LOCAL DE EDUCACIÓN PÚBLICA HANGA ROA;2038208;SERVICIO LOCAL DE EDUCACIÓN PÚBLICA HANGA ROA;Región Metropolitana de Santiago;Santiago;2
1456840;SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DEL RELONCAVÍ;2038212;SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DEL RELONCAVÍ;Región de los Lagos;Puerto Montt;4
1457281;CORP CULTURAL MATUCANA CIEN;2038651;CORP CULTURAL MATUCANA CIEN;Región Metropolitana de Santiago;Estación Central;1
1457902;Oficina de Seguimiento;6944;SUBSECRETARIA DEL INTERIOR;;;1
1460278;DPTO DE COORDINACION INSTITUCIONAL - PRORRECTORIA;212299;UNIVERSIDAD DE SANTIAGO DE CHILE;Región Metropolitana de Santiago;Estación Central;6
1462;Hospital Hualañé;7255;SERVICIO DE SALUD DEL MAULE HOSPITAL DE HUALANE;Región del Maule;Hualañé;2
1463;Hospital Licantén;7257;SERVICIO DE SALUD DEL MAULE HOSPITAL DE LICANTEN;Región del Maule;Licantén;2
1464;Hospital Parral;7259;SERVICIO DE SALUD DEL MAULE HOSPITAL DE PARRAL;;;11
1465;Hospital Teno;7261;SERVICIO DE SALUD DEL MAULE HOSPITAL DE TENO;Región del Maule;Teno;3
1469;Universidad de Talca;7147;UNIVERSIDAD DE TALCA;Región del Maule;Talca;4
1470;DELEGACIÓN PRESIDENCIAL PROVINCIAL DE LA ANTÁRTICA;7148;DELEGACIÓN PRESIDENCIAL PROVINCIAL DE LA ANTÁRTICA CHILENA;Región de Magallanes y de la Antártica;Cabo de Hornos;2
1475044;VAEGI-DSI- Habililitacion VM20;7251;UNIVERSIDAD DE CHILE;Región Metropolitana de Santiago;Providencia;1
1476;Tesorería Regional de Los Rios;6956;TESORERIA GENERAL DE LA REPUBLICA;Región de Los Ríos;Valdivia;2
1477;Corporación de Asistencia Judicial RM;7152;Corporación de Asistencia Judicial RM;Región Metropolitana de Santiago;Santiago;7
1480;Depto. Provincial Educación Chiloe;6958;SUBSECRETARIA DEL MINISTERIO DE EDUCACION PUBLICA;Región de los Lagos;Castro;1
1480090;COLEGIO ANTARTICA CHILENA 090;98462;I MUNICIPALIDAD DE VITACURA;Región Metropolitana de Santiago;Vitacura;1
1480147;SUBDIRECCION DE ADMINISTRACION 147;98462;I MUNICIPALIDAD DE VITACURA;Región Metropolitana de Santiago;Vitacura;1
1480972;PROGRAMA 02;1890635;SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE MARGA MARGA;;;3
1483330;SERVICIO LOCAL DE EDUCACIÓN PÚBLICA CHACABUCO;2063230;SERVICIO LOCAL DE EDUCACIÓN PÚBLICA CHACABUCO;Región Metropolitana de Santiago;Santiago;3
1484;Departamento Provincial Arauco;6958;SUBSECRETARIA DEL MINISTERIO DE EDUCACION PUBLICA;Región del Biobío;Lebu;1
1485;Departamento Provincial Bío Bío;6958;SUBSECRETARIA DEL MINISTERIO DE EDUCACION PUBLICA;Región del Biobío;Los Angeles;1
1485217;ESTABLECIMIENTOS EDUCACIONALES P02;1959833;SERVICIO LOCAL DE EDUCACIÓN PÚBLICA SANTIAGO CENTRO;Región Metropolitana de Santiago;Santiago;3
1488;HOSPITAL HERNAN HENRIQUEZ ARAVENA - OPERACIONES;7046;HOSPITAL DOCTOR HERNAN HENRIQUEZ ARAVENA;Región de la Araucanía;Temuco;6
1490160;Adquisiciones Desarrollo Educativo Los Parques;1959829;SERVICIO LOCAL DE EDUCACIÓN PÚBLICA LOS PARQUES;;;5
1490607;Dirección Regional de Atacama SBAP;1968268;SERVICIO DE BIODIVERSIDAD Y ÁREAS PROTEGIDAS;;;1
1490608;Dirección Regional de Valparaíso SBAP;1968268;SERVICIO DE BIODIVERSIDAD Y ÁREAS PROTEGIDAS;;;1
1490609;Dirección Regional de Araucanía SBAP;1968268;SERVICIO DE BIODIVERSIDAD Y ÁREAS PROTEGIDAS;;;1
1490610;Dirección Regional de Magallanes SBAP;1968268;SERVICIO DE BIODIVERSIDAD Y ÁREAS PROTEGIDAS;;;2
1490611;Dirección Regional de Biobio SBAP;1968268;SERVICIO DE BIODIVERSIDAD Y ÁREAS PROTEGIDAS;;;3
1491370;DECANATO FACULTAD DE INGENIERÍA;7319;UNIVERSIDAD DE LA SERENA;Región de Coquimbo;La Serena;1
1492433;Dirección Regional de Los Lagos SBAP;1968268;SERVICIO DE BIODIVERSIDAD Y ÁREAS PROTEGIDAS;;;2
1493;I MUNICIPALIDAD DE SAN NICOLAS;7158;I MUNICIPALIDAD DE SAN NICOLAS;Región del Ñuble;San Nicolás;1
1494998;Dirección Regional de Aysén;1968268;SERVICIO DE BIODIVERSIDAD Y ÁREAS PROTEGIDAS;Región Aysén del General Carlos Ibáñez del Campo;Aysén;1
1495202;Dirección Regional de Antofagasta SBAP;1968268;SERVICIO DE BIODIVERSIDAD Y ÁREAS PROTEGIDAS;Región de Antofagasta;Antofagasta;1
1495203;Dirección Regional de Coquimbo SBAP;1968268;SERVICIO DE BIODIVERSIDAD Y ÁREAS PROTEGIDAS;;;4
1495209;Dirección Regional de Los Ríos SBAP;1968268;SERVICIO DE BIODIVERSIDAD Y ÁREAS PROTEGIDAS;;;1
1499;INSTITUTO NACIONAL DEL TORAX;7298;INSTITUTO NACIONAL DEL TORAX;Región Metropolitana de Santiago;Santiago;39
1499664;FUNDACIÓN GG;2079212;FUNDACIÓN GG;Región del Maule;Talca;14
1499887;DIRECCIÓN REGIONAL METROPOLITANA;1887034;SERVICIO NACIONAL DE REINSERCION SOCIAL JUVENIL;Región Metropolitana de Santiago;Ñuñoa;65
1499899;DIRECCIÓN REGIONAL DE VALPARAÍSO;1887034;SERVICIO NACIONAL DE REINSERCION SOCIAL JUVENIL;Región de Valparaíso;Valparaíso;29
1499900;DIRECCIÓN REGIONAL DE OHIGGINS;1887034;SERVICIO NACIONAL DE REINSERCION SOCIAL JUVENIL;;;14
1500443;Unidad de Coordinación Asuntos Indigenas;6944;SUBSECRETARIA DEL INTERIOR;Región Metropolitana de Santiago;Santiago;4
1501722;CORPCOLINA BIENESTAR DE EDUCACION;17890;Corporación Municipal de Desarrollo Social de Colina;Región Metropolitana de Santiago;Colina;1
1502815;Comité de Construcción Naval;6942;CORPORACION DE FOMENTO DE LA PRODUCCION;Región Metropolitana de Santiago;Santiago;1
1505363;PROGRAMA PAIM;1688788;CENTRO SALUD MENTAL COMUNITARIA LOS ANDES;Región de Valparaíso;Los Andes;1
1509;Hospital Til - Til;7274;SERVICIO DE SALUD METROPOLITANO NORTE HOSPITAL DE TIL TIL;Región Metropolitana de Santiago;Til Til;4
1510421;JUNJI  DAEM;119488;I MUNICIPALIDAD DE CANETE;Región del Biobío;Cañete;1
1511;Hospital de Constitución;7277;Hospital de Constitución;Región del Maule;Constitución;9
1514;Hospital de Castro;16223;SERVICIO DE SALUD CHILOE;Región de los Lagos;Castro;32
1515304;Sec Compras Zona Frontera y Servicios Especiales;113812;DIRECCION DE LOGISTICA DE CARABINEROS;Región Metropolitana de Santiago;Santiago;5
1523;Hospital Dr. Abraham Godoy Peña;7289;SERVICIO NACIONAL ARAUCANIA SUR HOSPITAL DR ABRAHAM GODOY PENA LAUTARO;Región de la Araucanía;Lautaro;9
1523828;CORPORACION REGIONAL DE DESARROLLO PRODUCTIVO DE LA REGION COQUIMBO;2102951;CORPORACION REGIONAL DE DESARROLLO PRODUCTIVO DE LA REGION COQUIMBO;Región de Coquimbo;La Serena;1
1524811;VAEC-Residencias;7251;UNIVERSIDAD DE CHILE;Región Metropolitana de Santiago;Santiago;6
1525570;Proyecto San Bernardo;2007689;ASOCIACIÓN DE MUNICIPIOS PARA LA SEGURIDAD COMUNITARIA;Región Metropolitana de Santiago;San Bernardo;2
1526410;COMANDANCIA  BASE NAVAL TALCAHUANO;111875;DIRECCION DE ABASTECIMIENTO DE LA ARMADA;;;4
1529;Hospital de Rengo;7440;SERVICIO DE SALUD HOSPITAL DE RENGO;Región del Libertador General Bernardo O´Higgins;Rengo;13
1532;Centro Referencia Salud Doctor Salvador Allende G.;7373;CENTRO REFERENCIAL DE SALUD DR SALVADOR ALLENDE GOSSENS;Región Metropolitana de Santiago;Pudahuel;7
1532192;DEPARTAMENTO DE SALUD MUNICIPAL;88075;ILUSTRE MUNICIPALIDAD DE QUINTA NORMAL;Región Metropolitana de Santiago;Quinta Normal;2
1533460;CORPORACIÓN MUNICIPAL DE CULTURA, DEPORTE Y DE FOMENTO DE DESARROLLO C;2112425;CORPORACIÓN MUNICIPAL DE CULTURA, DEPORTE Y DE FOMENTO DE DESARROLLO C;Región Metropolitana de Santiago;Conchalí;1
1534596;Escuela de Formación de Carabineros Grupo Quirihue;113812;DIRECCION DE LOGISTICA DE CARABINEROS;Región del Ñuble;Quirihue;2
1536;DELEGACIÓN PRESIDENCIAL PROVINCIAL DE TIERRA DEL F;7381;DELEGACIÓN PRESIDENCIAL PROVINCIAL DE TIERRA DEL FUEGO;Región de Magallanes y de la Antártica;Porvenir;1
1540;Hospital Dr. Augusto Essmann Burgos;7310;SERVICIO DE SALUD MAGALLANES HOSPITAL DE PTO NATALES;Región de Magallanes y de la Antártica;Puerto Natales;8
1546;SII DR14 Dirección Regional Santiago Poniente;7113;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;Región Metropolitana de Santiago;Santiago;1
1549;Hospital San  José;7406;SERVICIO DE SALUD METROPOLITANA NORTE HOSPITAL SAN JOSE;Región Metropolitana de Santiago;Independencia;127
1550;SII DR08 Dirección Regional Concepción;7113;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;Región del Biobío;Concepción;1
1552;Servicio de Salud Atacama;7409;SERVICIO DE SALUD ATACAMA;Región de Atacama;Copiapó;3
1554;Abastecimiento Hospital de Copiapó;7411;SERVICIO DE SALUD ATACAMA HOSPITAL COPIA;;;20
1555;Adquisiciones Clinicas Medicamentos e Insumos;7412;HOSPITAL PROVINCIAL   DEL HUASCO MSR FERNANDO ARIZTIA RUIZ;Región de Atacama;Vallenar;25
1556;Hospital de Chañaral;7413;SERVICIO DE SALUD ATACAMA HOSPITAL DE CHANARAL;Región de Atacama;Chañaral;2
1557;Hospital de Huasco;7414;SERVICIO SALUD ATACAMA HOSPITAL DE HUASCO;Región de Atacama;Huasco;1
1558;Hospital Diego de Almagro;7415;SERVICIO DE SALUD ATACAMA HOSPITAL FLORENCIO VARGAS DIAZ;Región de Atacama;Diego De Almagro;2
1561;Dirección General;7209;DIRECCION GENERAL DEL CREDITO PRENDARIO;Región Metropolitana de Santiago;Santiago;3
1562;Servicio Nacional de Geología y Minería;7210;SERVICIO NACIONAL DE GEOLOGIA Y MINERIA;Región Metropolitana de Santiago;Providencia;34
1572;Junji - XV Región - Arica;6928;JUNTA NACIONAL DE JARDINES         INFANTILES;Región de Arica y Parinacota;Arica;3
1573;Junji - II Región;6928;JUNTA NACIONAL DE JARDINES         INFANTILES;Región de Antofagasta;Antofagasta;3
1574;Junji - IV Región;6928;JUNTA NACIONAL DE JARDINES         INFANTILES;Región de Coquimbo;La Serena;10
1575;Junji - VI Región;6928;JUNTA NACIONAL DE JARDINES         INFANTILES;Región del Libertador General Bernardo O´Higgins;Rancagua;13
1576;Junji - VIII Región;6928;JUNTA NACIONAL DE JARDINES         INFANTILES;Región del Biobío;Concepción;42
1577;Ministerio del Interior - Intendencia X Región;7215;DELEGACIÓN PRESIDENCIAL REGIONAL DE LOS LAGOS;Región de los Lagos;Puerto Montt;1
1588;Servicio de Evaluación Ambiental - Sea;7218;SERVICIO DE EVALUACION AMBIENTAL;Región Metropolitana de Santiago;Santiago;4
1589;DELEGACION PRESIDENCIAL REGIONAL DE LA ARAUCANIA;7220;DELEGACIÓN PRESIDENCIAL REGIONAL DE LA ARAUCANÍA;Región de la Araucanía;Temuco;1
1590;Subsecretaría de Agricultura;7189;SUBSECRETARIA DEL MINISTERIO DE AGRICULT;Región Metropolitana de Santiago;Santiago Centro;10
1591;Servicio Nacional de Turismo - Sernatur;7190;SERVICIO NACIONAL DE TURISMO;Región Metropolitana de Santiago;Providencia;4
1592;M. del Trabajo - Subsecretaría de Previsión Social;7191;SUBSECRETARIA DE PREVISION SOCIAL;Región Metropolitana de Santiago;Santiago;7
1593;Superintendencia de Servicios Sanitarios - SISS;7192;SUPERINTENDENCIA DE SERVICIOS SANITARIOS;Región Metropolitana de Santiago;Santiago;2
1596;Gobierno Regional del Maule;7223;GOBIERNO REGIONAL VII REGION;Región del Maule;Talca;2
1602;UNIDAD DE COMPRA SERVICIOS GENERALES;7202;DIRECCION GENERAL DE AERONAUTICA CIVIL;Región Metropolitana de Santiago;Providencia;9
1605;SII Dirección Nacional;7113;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;Región Metropolitana de Santiago;Santiago;2
1606;AGCID;7086;AGENCIA CHILENA DE COOPERACION INTERNACIONAL PARA EL DESARROLLO;Región Metropolitana de Santiago;Santiago;2
1607;Superintendencia de Seguridad Social;7114;SUPERINTENDENCIA DE SEGURIDAD SOCIAL;Región Metropolitana de Santiago;Santiago Centro;4
1608;DELEGACION PRESIDENCIAL REGIONAL DE AYSEN;7229;DELEGACIÓN PRESIDENCIAL REGIONAL DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DE;Región Aysén del General Carlos Ibáñez del Campo;Coyhaique;2
1609;GOBIERNO REGIONAL;7087;GOBIERNO REGIONAL XII REGION MAGALLANES Y ANTARTICA CHILENA;;;5
1610;Sernam X Región;6948;SERVICIO NACIONAL DE LA MUJER Y LA EQUIDAD DE GENERO;Región de los Lagos;Puerto Montt;1
1611;Servicio Nacional del Consumidor;7230;Servicio Nacional del Consumidor - SERNAC;Región Metropolitana de Santiago;Santiago;1
1618;Ministerio de Hacienda - Dipres;7012;DIRECCION DE PRESUPUESTOS MINISTERIO DE;Región Metropolitana de Santiago;Santiago;4
1620;SERVICIO DE SALUD HOSPITAL DE CHIMBARONGO;7441;SERVICIO DE SALUD HOSPITAL DE CHIMBARONGO;Región del Libertador General Bernardo O´Higgins;Chimbarongo;4
1621;Hospital de Marchigue;7442;SERVICIO DE SALUD HOSPITAL DE MARCHIGUE;Región del Libertador General Bernardo O´Higgins;Marchigue;1
1622;Hospital de San Vicente de Tagua Tagua;7443;SERVICIO DE SALUD HOSPITAL DE SAN VICENTE DE TAGUA TAGUA;Región del Libertador General Bernardo O´Higgins;San Vicente de Tagua Tagua;15
1623;Hospital de Peumo;7444;SERVICIO DE SALUD HOSPITAL DE PEUMO;Región del Libertador General Bernardo O´Higgins;Peumo;4
1624;Hospital de Nancagua;7445;SERVICIO DE SALUD HOSPITAL DE NANCAGUA;Región del Libertador General Bernardo O´Higgins;Nancagua;3
1626;Hospital de Lolol;7447;Hospital de Lolol;Región del Libertador General Bernardo O´Higgins;Lolol;5
1627;Hospital de San Fernando Abastecimiento;7448;SERVICIO DE SALUD HOSPITAL DE SAN FERNANDO;Región del Libertador General Bernardo O´Higgins;San Fernando;9
1628;Hospital Santa Filomena de Graneros;7449;SERVICIO DE SALUD HOSPITAL DE GRANEROS;Región del Libertador General Bernardo O´Higgins;Graneros;3
1629;DELEGACIÓN PRESIDENCIAL PROVINCIAL DE ARAUCO;7450;DELEGACIÓN PRESIDENCIAL PROVINCIAL DE ARAUCO;Región del Biobío;Lebu;1
1641;SERVICIO DE SALUD OCCIDENTE HOSPITAL SAN JUAN DE D;7316;SERVICIO DE SALUD OCCIDENTE HOSPITAL SAN JUAN DE DIOS;Región Metropolitana de Santiago;Santiago;33
1642;Hospital de Curacaví;7455;SERVICIO DE SALUD METROPOLITANO OCCIDENTE HOSPITAL DE CURACAVI;Región Metropolitana de Santiago;Curacaví;2
1643;Hospital de Talagante;7457;SERVICIO NACIONAL DE SALUD HOSPITAL DE T;Región Metropolitana de Santiago;Talagante;26
165;Consejo Nacional de Educación;7082;CONSEJO NACIONAL DE EDUCACION;Región Metropolitana de Santiago;Santiago;1
1650;Hospital Santa Juana;7318;Hospital Santa Juana;Región del Biobío;Santa Juana;11
1655;Subdirección de Atención Primaria;7466;SERVICIO DE SALUD METROPOLI CENTRAL DIRECCION DE ATENCION PRIMARIA;Región Metropolitana de Santiago;Santiago;19
1656;Seremi de Salud VI Región;7079;SUBSECRETARIA DE SALUD PUBLICA;Región del Libertador General Bernardo O´Higgins;Rancagua;1
1657;Seremi de Salud IV  Región;7079;SUBSECRETARIA DE SALUD PUBLICA;Región de Coquimbo;La Serena;1
1658;I MUNICIPALIDAD DE TEMUCO;7321;I MUNICIPALIDAD DE TEMUCO;Región de la Araucanía;Temuco;12
1660;SERVICIO SALUD COQUIMBO HOSP DE SALAMANC;7323;SERVICIO SALUD COQUIMBO HOSP DE SALAMANC;Región de Coquimbo;Salamanca;4
1661;HOSPITAL DE LLANQUIHUE;7104;SERVICIO SALUD DEL RELONCAVI;Región de los Lagos;Llanquihue;6
1662;HOSPITAL CALBUCO;7104;SERVICIO SALUD DEL RELONCAVI;Región de los Lagos;Calbuco;9
1663;Hospital de Quellón;16223;SERVICIO DE SALUD CHILOE;Región de los Lagos;Quellón;5
1664;HOSPITAL DE FRESIA;7104;SERVICIO SALUD DEL RELONCAVI;Región de los Lagos;Fresia;4
1665;HOSPITAL DE CHAITEN;7104;SERVICIO SALUD DEL RELONCAVI;Región de los Lagos;Chaitén;2
1666;HOSPITAL DE MAULLÍN;7104;SERVICIO SALUD DEL RELONCAVI;Región de los Lagos;Maullín;2
1671;Seremi de Salud III Región;7079;SUBSECRETARIA DE SALUD PUBLICA;Región de Atacama;Copiapó;1
1681;ABASTECIMIENTO HBL;7258;SERVICIO DE SALUD DEL MAULE HOSPITAL DE LINARES;;;12
1690;SII DR16 Dirección Regional Santiago Sur;7113;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;Región Metropolitana de Santiago;San Miguel;1
1691;Compras de Insumos Clínicos;7340;SERVICIO NACIONAL DE SALUD HOSPITAL DE C;Región Aysén del General Carlos Ibáñez del Campo;Coyhaique;4
1692;Hospital Cochrane;7480;SERVICIO NACIONAL DE SALUD HOSPITAL DE COCHRANE;Región Aysén del General Carlos Ibáñez del Campo;Cochrane;6
1696;Corp. Adm. del Poder Judicial - Arica;7342;CORP ADMINISTRATIVA DEL PODER JUDICIAL;Región de Arica y Parinacota;Arica;2
1697;Corp. Adm. del Poder Judicial - Antofagasta;7342;CORP ADMINISTRATIVA DEL PODER JUDICIAL;Región de Antofagasta;Antofagasta;2
1698;Corp. Adm. del Poder Judicial - La Serena;7342;CORP ADMINISTRATIVA DEL PODER JUDICIAL;Región de Coquimbo;La Serena;7
1702;HOSPITAL DE PEÑABLANCA;7489;SERVICIO DE SALUD VINA DEL MAR QUILLOTA;Región de Valparaíso;Villa Alemana;14
1703;Hospital Dr. Mario Sánchez Vergara de La Calera;7344;HOSPITAL DR MARIO SANCHEZ VERGARA LA CALERA;;;20
1704;Hospital San Martín de Quillota;7345;SERVICIO DE SALUD VINA DEL MAR QUILLOTA;Región de Valparaíso;Quillota;74
1705;Hospital Quintero;7348;HOSPITAL ADRIANA COUSINO DE QUINTERO;Región de Valparaíso;Quintero;11
1709;Salud;7351;I MUNICIPALIDAD DE CAUQUENES;Región del Maule;Cauquenes;1
17120;Corporación Municipal de Desarrollo Social de Coli;17890;Corporación Municipal de Desarrollo Social de Colina;Región Metropolitana de Santiago;Colina;1
1723;Ilustre Municipalidad de los Lagos;7159;I MUNICIPALIDAD DE LOS LAGOS;Región de Los Ríos;Los Lagos;1
1725;SUBSECRETARIA DE LAS CULTURAS Y LAS ARTES;7359;SUBSECRETARÍA DE LAS CULTURAS Y LAS ARTES;Región de Valparaíso;Valparaíso;21
1733;Instituto Forestal;7497;INSTITUTO FORESTAL;Región del Biobío;San Pedro de La Paz;15
1736;I MUNICIPALIDAD DE LA COMUNA DE EL BOSQUE;7496;I MUNICIPALIDAD DE LA COMUNA DE EL BOSQUE;Región Metropolitana de Santiago;El Bosque;25
1738;Ilustre Municipalidad de Villa Alegre;7363;I MUNICIPALIDAD DE VILLA ALEGRE;Región del Maule;Villa Alegre;2
1743;I MUNICIPALIDAD DE LITUECHE;7365;I MUNICIPALIDAD DE LITUECHE;Región del Libertador General Bernardo O´Higgins;Litueche;3
1750;Dirección Nacional del Servicio Civil;7371;DIRECCION NACIONAL DEL SERVICIO CIVIL;Región Metropolitana de Santiago;Santiago;2
1751;Comisión Nacional de Seguridad de Tránsito (CONASE;7007;SUBSECRETARIA DE TRANSPORTES;Región Metropolitana de Santiago;Santiago;1
1756;Mineduc Administración VIII Región;6958;SUBSECRETARIA DEL MINISTERIO DE EDUCACION PUBLICA;Región del Biobío;Concepción;1
1757;Mineduc  Administración X Región;6958;SUBSECRETARIA DEL MINISTERIO DE EDUCACION PUBLICA;Región de los Lagos;Puerto Montt;2
1758;Mineduc Administración XI Región;6958;SUBSECRETARIA DEL MINISTERIO DE EDUCACION PUBLICA;Región Aysén del General Carlos Ibáñez del Campo;Coyhaique;3
1759;Mineduc Administración XII Región;6958;SUBSECRETARIA DEL MINISTERIO DE EDUCACION PUBLICA;Región de Magallanes y de la Antártica;Punta Arenas;1
1770;IX Región - Provincial Cautín;6924;CORP NACIONAL FORESTAL;Región de la Araucanía;Temuco;1
1776;Dirección Regional Aduana de Punta Arenas;6952;SERVICIO NACIONAL DE ADUANAS;Región de Magallanes y de la Antártica;Punta Arenas;3
1777;Dirección Regional Aduana de Talcahuano;6952;SERVICIO NACIONAL DE ADUANAS;Región del Biobío;Talcahuano;3
1787;Administración Aduana de Osorno;6952;SERVICIO NACIONAL DE ADUANAS;Región de los Lagos;Osorno;2
1800;Junaeb Región del Maule;7002;JUNTA NACIONAL DE AUXILIO ESCOLAR Y BECA;Región del Maule;Talca;2
1801;Junaeb Región del Bio Bio;7002;JUNTA NACIONAL DE AUXILIO ESCOLAR Y BECA;Región del Biobío;Concepción;2
1802;Junaeb Región de La Araucania;7002;JUNTA NACIONAL DE AUXILIO ESCOLAR Y BECA;Región de la Araucanía;Temuco;4
1806;Junaeb Región Metropolitana;7002;JUNTA NACIONAL DE AUXILIO ESCOLAR Y BECA;Región Metropolitana de Santiago;Providencia;3
1810;INE -  X Región;6931;INSTITUTO NACIONAL DE ESTADISTICAS;Región de los Lagos;Puerto Montt;1
1853;Sea - II Región;7218;SERVICIO DE EVALUACION AMBIENTAL;Región de Antofagasta;Antofagasta;1
1854;Sea -  IV Región;7218;SERVICIO DE EVALUACION AMBIENTAL;Región de Coquimbo;Andacollo;2
1856;Sea - VIII Región;7218;SERVICIO DE EVALUACION AMBIENTAL;Región del Biobío;Concepción;1
1857;Sea - X Región;7218;SERVICIO DE EVALUACION AMBIENTAL;Región de los Lagos;Puerto Montt;1
1860;X Región - Provincial Chiloé;6924;CORP NACIONAL FORESTAL;Región de los Lagos;Castro;2
1867;DIRECCION GENERAL DE MOVILIZACIONN NACIONAL;7127;DIRECCION GENERAL DE MOVILIZACIONN NACIONAL;Región Metropolitana de Santiago;Santiago Centro;6
1868;Direccion Regional de Antofagasta;7190;SERVICIO NACIONAL DE TURISMO;;;1
1869;Direccion Regional de Coquimbo;7190;SERVICIO NACIONAL DE TURISMO;Región de Coquimbo;La Serena;2
1873;Direccion Regional del Bio Bio;7190;SERVICIO NACIONAL DE TURISMO;Región del Biobío;Concepción;6
1876;Defensoría Nacional;7034;DEFENSORIA PENAL PUBLICA;Región Metropolitana de Santiago;Santiago;8
188;Corporación Municipal de la Florida;7105;CORP MUNICIPAL DE EDUC SALUD CULTURA Y RECREACION DE LA FLORIDA;Región Metropolitana de Santiago;La Florida;8
1881;Defensoría Regional del Maule;7034;DEFENSORIA PENAL PUBLICA;Región del Maule;Talca;1
1882;Defensoría Regional de La Araucanía;7034;DEFENSORIA PENAL PUBLICA;Región de la Araucanía;Temuco;1
1894;Dirección de Vialidad - X Región - Provincia de Osorno;7248;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF;Región de los Lagos;Osorno;1
1898;Direccion Regional de Los Lagos;7190;SERVICIO NACIONAL DE TURISMO;Región de los Lagos;Puerto Montt;1
1906;Dirección Regional IX Región;6960;SERVICIO DE REGISTRO CIVIL E IDENTIFICACION;Región de la Araucanía;Temuco;1
1943;V Región - Oficina Regional  de Valparaiso;6924;CORP NACIONAL FORESTAL;Región de Valparaíso;Viña del Mar;3
1946;DEFENSA CIVIL DE CHILE;7129;DEFENSA CIVIL DE CHILE;Región Metropolitana de Santiago;Santiago;3
1947;Abastecimiento;7045;SERVICIO DE SALUD NORTE HOSPITAL ROBERTO DEL RIO;Región Metropolitana de Santiago;Independencia;17
1950;Hospital Pitrufquén;7048;SERVICIO SALUD ARAUCANIA SUR HOSPITAL PITRUFQUEN;;;27
1951;Hospital Carahue;7131;SERVICIO DE SALUD ARAUCANIA SUR HOSPITAL CARAHUE;Región de la Araucanía;Carahue;9
1952;Hospital Villarrica;7132;Hospital Villarrica;Región de la Araucanía;Villarrica;40
1953;Región de Valparaíso;6925;DIRECCION GENERAL DE GENDARMERIA DE CHIL;Región de Valparaíso;Valparaíso;89
1962;Región de Coquimbo;6925;DIRECCION GENERAL DE GENDARMERIA DE CHIL;Región de Coquimbo;La Serena;28
1965;Región de Magallanes;6925;DIRECCION GENERAL DE GENDARMERIA DE CHIL;Región de Magallanes y de la Antártica;Punta Arenas;15
1968;Región de La Araucanía;6925;DIRECCION GENERAL DE GENDARMERIA DE CHIL;Región de la Araucanía;Temuco;99
1969;Región del Bio Bío;6925;DIRECCION GENERAL DE GENDARMERIA DE CHIL;Región del Biobío;Concepción;45
1970;UNIDAD DE COMPRA OSORNO;7202;DIRECCION GENERAL DE AERONAUTICA CIVIL;Región de los Lagos;Osorno;1
1973;CRS de Peñalolen Cordillera Oriente;7136;CENTRO DE REFERENCIA DE SALUD DE PENALOLEN CORDILLERA ORIENTE;;;7
1978;Servicio de Salud del Maule;7141;SERVICIO DE SALUD DEL MAULE;;;4
